,job_title,company_name,job_location,date,job_description,Big Data,C/C++,Cloud,Data Mining/Analytics,DevOps,Excel,Java/Scala,MATLAB,Machine Learning,Math,NLP,Python,R,REST,RapidMiner,Ruby,SAS,SPSS,SQL/databases,Stata,Visualisation,communication,consulting,leadership,problem solving,project_management
176,Senior Data Scientist // Scientifique des données principal,SSENSE,"Montréal, QC",8 days ago,"Montréal, QCReporting to the Analytics Manager, the Senior Data Scientist is responsible for answering sophisticated business questions using complex data patterns. He/She will advocate, evangelize and build innovative data-fuelled models that support our success. The ideal candidate demonstrates a strong passion for producing new, creative and leading-edge analytics solutions.

RESPONSIBILITIES


Translate complex analytical results into actionable business initiatives
Develop a deep understanding of the business, its data, and patterns
Extract data from multiple sources to uncover opportunities or detect issues
Research and develop learning models, perform statistical analysis and deliver data reviews and optimization to internal teams and executives
Partner with strategic business stakeholders to provide evidence-based guidance
Contribute to data mining architecture, modeling standards and data analysis methodologies
Design and implement accessible, high-impact visualizations that clearly communicate conservation results, elucidate patterns, promote accountability, generate actionable insights, and facilitate decision making
Work iteratively in collaboration with different teams to refine initial concepts and prototypes that can be presented to stakeholders for feedback
Develop and continuously improve processes, tools, and techniques
Stay abreast of emerging tools and technologies

REQUIREMENTS


Master’s or PhD degree in Statistics, Mathematics, Quantitative Methods, or a related field
A minimum of 5 years experience in analytics / data science with a focus on driving business impact
Strong understanding of advanced modeling techniques, such as Machine Learning, nonparametric approaches and neural networks
Excellent programming skills using SQL, Python, and statistical softwares (eg. R, SAS)
Experience with data manipulation technologies and knowledge of programming languages
Extensive experience solving analytical problems using quantitative approaches
Experience using Spark or similar languages, an asset
Experience with e-Commerce, an asset
Experience in econometric models, an asset
Understanding of web analytics, an asset

SKILLS


Highly analytical and detail oriented
Capacity to synthesize, simplify and present complex information to technical and business stakeholders at various levels of the organization
Ability to design and present complex data sets in a variety of visually compelling formats
Ability to thrive in a fast-paced, performance-driven environment
Team player with solid interpersonal skills

----------

Relevant du Gestionnaire des analyses, le Scientifique des données principal est chargé de répondre aux questions d’affaires sophistiquées à l’aide de schémas de données complexes. Il/Elle va promouvoir, evangelizer et bâtir des modèles de données novateurs qui soutiennent notre succès. Le candidat idéal est passionné par la production de solutions d’analyse nouvelles, créatives et avant-gardistes.

RESPONSABILITÉS


Traduire des résultats analytiques complexes en initiatives d’affaires actionnables
Développer une compréhension approfondie des affaires, des données et des schémas de l’entreprise
Extraire les données de plusieures sources pour découvrir des opportunités ou détecter des problèmes
Développer des modèles d’apprentissage, effectuer des analyses statistiques et fournir des examens de données et l’optimisation des données aux équipes et aux directeurs internes
Travailler étroitement avec les intervenants stratégiques afin d’offrir une orientation basée sur les preuves
Contribuer à l’exploration des données, l’architecture, les normes de modèles et les méthodologies d’analyse des données
Concevoir et mettre en oeuvre des visualisations accessibles à impact élevé qui communiquent clairement les résultats de conservation, éclaircissent les schémas, favorisent la responsabilisation, génèrent des observations actionnables et facilitent la prise de décisions
Travailler de façon itérative en collaboration avec différentes équipes pour raffiner les concepts et prototypes originaux qui peuvent être présentés aux parties prenantes pour leur rétroaction
Développer et continuellement améliorer les processus, les outils et les techniques
Rester à l’affût des technologies et outils émergents

EXIGENCES


Maîtrise ou Doctorat en Statistiques, Mathématiques, Méthodes quantitatives, ou un domaine connexe
Un minimum de 5 années d’expérience en analyse / science des données visant à faire un impact sur les affaires
Solide compréhension des techniques de modélisation avancées telles que l’apprentissage machine, les techniques non paramétriques et les réseaux neutres
Excellentes compétences de programmation avec SQL, Python et logiciels statistiques (ex. R, SAS)
Expérience avec les technologies de manipulation des données et connaissance des langages de programmation
Vaste expérience en résolution de problèmes analytiques avec approches quantitatives
Expérience avec Spark ou langages similaires, un atout
Expérience e-commerce, un atout
Expérience avec les modèles économétriques, un atout
Compréhension de l’analytique Web, un atout

COMPÉTENCES


Solides aptitudes analytiques et soucieux du détail
Capacité à synthétiser, simplifier et présenter de l’information complexe aux parties prenantes techniques et d’affaires à tous les niveaux de l’entreprise
Capacité à concevoir et présenter des ensembles de données complexes dans une variété de formats visuellement attrayants
Habileté à réussir dans un environnement orienté sur la performance et au rythme rapide
Esprit d’équipe et fortes compétences relationnelles

",1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
177,DATA SCIENTIST,Temetrix,"Ottawa, ON",29 days ago,"The quantitative research team is looking for an entry/mid level Data Scientist in the field of time series analysis and pattern recognition to help with modelling work related to infrastructure optimization. You will be working with team of data scientists responsible for providing insights into client device management for cost savings and performance management. This is a fantastic opportunity to rapidly learn and advance in a growing company.
REQUIREMENTS
2+ years practical data science or engineering work experience out of school, in quantitative domains.
Strong quantitative background: B.Sc. or M.Sc. preferred.
Familiarity with technical tools for analysis: Python, R, SQL, Spark.
Experience with software design concepts. Previous software engineering background is a plus.
Ability to structure a project from idea to experimentation to prototype to implementation.
WHAT WE EXPECT?
Enthusiastically tackling problems with a love for teaching and celebrating the successes of others.
Ability to synthesize information and consider problems from new perspectives.
Desire to share information with others and contribute to our top notch learning environment.
Self-starter that is focused and driven with amazing follow-through.
Driven to delivery quality solutions.",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
178,Principal Developer,Interaxon,"Toronto, ON",30+ days ago,"At Interaxon, we develop engaging experiences using brain sensing technology. We are a passionate team of researchers, technical experts and scientists building the world’s leading science-based brain platform to empower personal transformation through human-centered innovation. Our Muse and Muse 2 headbands are designed to make meditation easier and provide real-time audio and visual feedback on your meditative state through the Muse companion app.

As a Principal Developer at Interaxon, you’ll help us with all of our work by keeping an eye on the Big Picture, and occasionally diving into the weeds when necessary. We have a lot of software components in our ecosystem: cross-platform mobile apps, revenue-generating web apps, data connectors to manage marketing and supply chain operations, and big data infrastructure that enables our neuroscientists to comb through our enormous brain data set. You are someone who can own the technical design of individual components and interactions with the overall system. You can communicate effectively to keep tech alignment between teams.


What you‘ll be doing:

Design the end-to-end architecture of our ecosystem, ensuring alignment to the product road-map delivering technical excellence for an industry-leading user experience
Collaborate with product and development team members to ensure solutions that work well in our interconnected environment and help us achieve our strategy
Actively contribute to the development process, participating in sprint rituals, code reviews, and sometimes rolling up your sleeves and contributing code
Communicate the technical vision and specifications of the technical landscape, ensuring understanding and building alignment across the organization
Lead the building of the cloud architecture, guiding the team with solid mentorship, technical expertise, and deep knowledge of best practices and emerging technologies.
Evaluate new technologies and Cloud tools, identifying ones that we can leverage to accomplish the technical vision and requirements
Your skills and experience:

10+ years of relevant experience in software engineering, preferably building integrated Cloud micro-service architectures on AWS, GCP or MS Azure
Design expertise - the ability to understand, build and deploy complex systems and navigate technical challenges in a fast-paced environment
Proven ability to quickly learn any new technology or language as appropriate for the task
Expert in Unit Testing, CI and CD systems, and end-to-end testing methodologies
Technical expertise that goes wide and deep - you can understand and communicate the big picture of how our system works and what it needs, but you can also dive deep into the weeds on any one particular component
Exceptional leadership and mentorship skills
Interpersonal communication skills, ability to establish alignment around technical initiatives
Ability to drive technical vision within an Agile/Scrum environment
Computer Science degree or similar degree
What we offer:

Our collaborative culture is an extension of our vision to empower personal transformation to improve lives and change the world. We have a flexible working environment, great benefits package, meditation space, onsite gym with subsidized membership, a kitchen full of snacks, a variety of food nearby on King Street / Queen Street, onsite bicycle parking and easy access to the TTC. Join a team passionate about making a difference.

Interaxon is a company fueled on innovation and inclusion. We believe that diversity is an essential part of our workplace culture, and we continue to grow our team through equal opportunity and barrier-free recruitment. Additionally, if you require any accommodations during the selection process, please let us know!",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
179,Research Scientist,Rapid Novor,"Kitchener, ON",3 days ago,"We are seeking an experienced and results oriented researcher to take on a role as Research Scientist. This is a hands-on position and a significant amount of bench time is expected.
Rapid Novor Inc is a Kitchener-Waterloo, Ontario based start up biotech company dedicated to developing unparalleled analytical technologies to significantly improve early stage drug research and development in the bio-pharmaceutical sector. Specializing in the field of mass spectrometry-based proteomics, the Novor team provides antibody protein sequencing solutions to researchers in pharmaceutical companies, contract research organizations and academic research institutions around the globe. We efficiently deliver accurate, comprehensive results, allowing researchers to rapidly make decisions that move their science forward.

Opportunities for Learning

Our office is located in the Waterloo Accelerator Centre. Our team members have the opportunities to work with an array of experts in Sales, Marketing, PR, etc, who will provide mentorship and coaching to help us succeed.
The core technology of Rapid Novor radiates from the purposefully built de novo protein sequencing program suite developed by the founders. The team also includes renowned experts in the field of mass spec proteomics. You will have the opportunities to discuss and learn directly from those experts to sharpen your technical skills.
Requirements
PhD in biochemistry, analytical chemistry or related field, or MSc with at least 2 years post-degree experience in a protein chemistry related field
Good theoretical understanding of protein biochemistry and strong practical knowledge of sample preparation and separation chemistry for peptides and proteins
Experiences in targeted proteomics (PRM, SRM and DIA) method development and data analysis is a plus
Knowledge and experience in immunology or immune oncology is desirable but not essential
Strong written and oral communication skills
Ability to conduct and manage projects with minimal supervision
Ability to collaborate with other team members
Can legally work in Canada

Reponsibilities
Conduct research and method development aligned with the company goals
Targeted quantitative proteomics – Develop and implement new and existing methods for highly sensitive quantitation in biofluids
Sample preparation – optimize target enrichment strategies, refine enzyme digestion and develop new high throughput assay formats
Quality control – ensure all developed assays are accurate, reproducible and robust
Operate, maintain and troubleshoot mass spectrometers and ancillary peptide/protein separation equipment
Maintain good laboratory records
Data analysis, interpretation, and visualization of data
Review relevant proteomics literature and remain current with technological advancements in the field
Present data and findings to senior management
Work both independently and collaboratively with other R&D members in a team setting",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
180,Full-stack Developer,CryptoNumerics,"Toronto, ON",30+ days ago,"Do you want to advance machine learning in new spaces and applications? Do you like working with a smart and driven team? Do you thrive in fast-paced environments with challenging problems to solve and take ownership of your work?
If so, CryptoNumerics is for you! We’re building an innovative machine learning solution that helps organizations reap the benefits of sharing data while protecting people’s privacy. We’re a venture-backed team of mathematicians and developers with extensive startup experience in Silicon Valley and Toronto, and are looking for star developers to join our small team to make a huge impact.
What you'll work on:
Build the interface for an innovative enterprise platform that analysts and data scientists can use for collaborative data management, feature engineering, and machine learning.
Work closely with Product, UX, and Engineering to iterate quickly.
Build the orchestration layer for an innovative enterprise platform that addresses the industry challenge of sharing data without loss of privacy or intellectual property.
Requirements
Hands-on development experience building web apps with Javascript/Node.js (3+ years) and CSS.
Hands-on development experience with Python (1+ years), Java, and SQL.
Experience building data modelling, data visualization, and visual programming interfaces using modern Javascript frameworks such as React, D3 and Crossfilter a plus.
Demonstrated ability to deliver new products in fast-paced environment.
Resourceful. Can work independently and in small teams. Learn new things quickly.
Nice to have: Solid understanding of Machine Learning and Data Science concepts and workflows. Familiarity with enterprise architectures.
Benefits
We offer competitive salary, equity, and benefits to work with a venture-backed team of mathematicians and developers with extensive startup experience in Silicon Valley and Toronto. Come join us to make a huge impact!",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,Senior Data Scientist,Acerta Analytics Solutions Inc,"Kitchener, ON",22 days ago,"$80,000 a yearOur mission at Acerta is to make cars safer and enable autonomous vehicles. We are building a machine learning platform that detects and predicts failures through vehicle data. With Acerta, car manufacturers and tier 1 suppliers can improve quality and monitor the health of their vehicle systems on the road. We are looking for good people to join our venture-backed company of engineers and data geeks. We are looking for people who are excited about the future of automotive and mobility, machine learning, saving lives, and looking for a fun working environment. A love for ping pong is appreciated (not mandatory).

Come join our data science team, and help build our platform to detect and predict failures through vehicle data. If you have experience in developing novel analysis approaches, and have planned, developed and managed data science or research projects, and have knowledge of statistics, python, R and machine learning - let’s grab a coffee/beer and chat!

Qualifications:
experience independently planning, developing, and managing data science or research projectsexperience developing novel analysis approachesknowledge of statistics, python, R, and machine learningunderstanding of the practical problems of data analysis, i.e., the bias-variance problem, how much data is enough, managing degrees of freedom, etc.the curiosity to pursue new solutions, and an open mind to recognize them",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
182,SaaS Product Manager,Espial Group Inc.,"Ottawa, ON",30+ days ago,"Are you someone who makes things happen and does what you say you will do? Are you a problem solver who can connect the dots? Are you creative and can drive amazing results that can help us beat out the competition and get higher business results? If you answered yes to the above, then we’d love to talk to you about the SaaS Product Manager opening.
Espial is transforming viewing experiences worldwide by enabling video services at web speed and web scale. From immersive user experience and discovery solutions to advanced cloud-based platforms, Espial solutions help service providers manage, deliver and monetize video and entertainment services. Espial’s customers span six continents, have deployed tens of million devices, and are serviced through Espial’s global sales, support, and innovation centers across North America, Europe, and Asia.

The Elevate SaaS platform radically changes the economic paradigm for the deployment of video services and is already deployed to forty operators across US and Canada. We are now growing this business aggressively and are seeking an exceptional Product Manager to help drive this growth. This role offers the opportunity for the successful applicant to grow with this business.
Requirements
Key Responsibilities
Define and shape Espials Elevate TV-as-a-Service (TVaaS) product - setting TVaaS revenue growth targets and defining the plans to achieve these targets with a focus on the AARRR framework (acquisition, activation, retention, referral and revenue).
Manage/champion voice of the customer input; Understand and mange to the user personas and their needs; Understand the buyer journey and how to address the needs of the buyer at each point of their journey; Map these back to the key metrics driving the TVaaS business.
Develop business cases for each new feature / enhancement to demonstrate viability of the capability, including market fit, target pricing and margin, addressable and realizable market, SWOT analysis, estimated development, implementation and support costs etc.
Competitive Intelligence – research and understand competitive offerings in your marketplaces and how Espial competes successfully against these offerings
Partnering – identify key partners and develop appropriate partner relationships to achieve business objectives
Sales enablement – help define the value proposition of the products for the sales team and help develop the sales tools that support the selling process of your products
Content - Help define tailored content for presentations, demonstrations, etc. that highlight the value proposition of your product portfolio
Assist with Demand generation – Contribute to marketing programs that will drive awareness and demand for your products.
Preferred Experience:
5+ years of Product Management experience, with a focus on scalable platform solutions, B2B software leveraging SaaS solutions.
Familiarity with Software as a Service products and solutions, associated cost models and tradeoffs, scale-out architectural concepts, Cloud services development technology stacks.
Experience in product rollouts across SaaS customer portfolio.
Exceptional communication skills across stakeholders, technologists, data scientists, senior management, and third-party partners.
Benefits
Great downtown location, onsite fitness, competitive benefits package, RRSP matching, paid parking or bus pass",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
183,Junior Environmental Scientist,SNC-Lavalin,"Lavalin1,057 reviews",4 days ago,"North York, ONSNC-Lavalin is a rapidly growing full service consulting firm that is dedicated to responding to the changing needs of our clients. We are committed to providing solutions driven environmental services to assist clients in planning, managing and conducting their projects. Our growing organization is seeking like-minded individuals to join our multi-disciplinary team.
SNC-Lavalin is seeking a Geoscientist or Engineer-in-Training to join our team serving private industry and government clients throughout Ontario. The successful applicant will join a team of environmental engineers/geoscientists and support staff and will initially provide field support for projects related to environmental investigation and remediation, hydrogeological investigations and construction monitoring in the industrial, oil and gas and government sectors. Interest and experience (academic or practical) in environmental risk assessment would be an asset.
Responsibilities
Under guidance from senior staff, completion and coordination of environmental field activities on Phase I & II Environmental Site Assessments (ESA) and/or Designated Substance Surveys including:
Completing field investigation s in accordance with standard operating procedures, including, sampling of soil, groundwater, surface water, sediment and soil vapour or collection of representative building materials/components for analysis. These projects may be completed as part of individual site investigations or to support environmental remediation projects
Supervising and directing subcontractors during the completion of utility clearances, daylighting, borehole drilling and monitoring well installation, excavation and other work;
Following and enforcing rigorous health and safety standards and protocols at work sites;
Documenting investigations including in field note taking, photographic logs, and site surveys in accordance with standard operating procedures;
Assisting with the installation, operation, and maintenance of remediation systems;
Assisting with project planning and coordination;
Compiling, processing and presenting field data in tables, figures and plans;
Analyzing data following standard methods;
Assisting with project reporting and proposal preparation.
Qualifications
University degree in Environmental Engineering, Civil Engineering, Geological Engineering, Chemical Engineering, Earth Sciences, Geology, Hydrogeology or equivalent with potential to be licensed by APGO or PEO;
1 to 2 years related experience;
Able to implement technical solutions under the guidance of Senior Staff;
A quick learner able to become familiar with work procedures, plans and programs in a short period of time;
Self-motivated, independent worker with strong organizational skills and the ability to manage time and multiple projects appropriately;
Capable of understanding and appropriately applying prescribed safety and technical protocols;
Willing to undertake field work year-round and travel throughout Ontario, sometimes for extended periods, sometimes extending outside of Ontario;
Excellent judgment and creative problem solving skills;
Strong mechanical aptitude with capability of troubleshooting mechanical systems is an asset;
Proficient computer skills;
English proficiency in reading and writing, and good communication skills
Strong organizational skills and attention to detail
Much of the work will take place in natural settings, on construction sites, at industrial sites or other regulated environments which will require the candidate to wear personal protective equipment including construction safety gear
Ability to undertake work requiring moderate physical exertion such as long periods of standing; walking over rough, uneven, or rocky surfaces; lifting; recurring bending or similar activities
Surveying (level), total station and GPS experience is an asset
The candidate will be required to obtain necessary Government of Canada security clearance upon hiring
Valid driver’s license and a clean driving record.
Additional Information
Appropriate accommodations will be provided upon request throughout the recruitment and hiring process as required by Company policy and the Accessibility for Ontarians with Disabilities Act (AODA). Successful applicants will be notified about SNC-Lavalin’s accommodation policies at the time the employment offer is extended, and the information will be shared with new personnel during the onboarding process.
Worker Type
Employee
Job Type
Regular
At SNC-Lavalin, we seek to hire individuals with diverse characteristics, backgrounds and perspectives. We strongly believe that world-class talent makes no distinctions based on gender, ethnic or national origin, sexual identity and orientation, age, religion or disability, but enriches itself through these differences.
SNC-Lavalin cares about your privacy. SNC-Lavalin and other subsidiary or affiliated companies of SNC-Lavalin (referred to throughout as “SNC-Lavalin”) are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data.
By submitting your personal information to SNC-Lavalin, you confirm that you have read and accept our Privacy Notice.",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
184,Principal Data Engineer - QuantumBlack,McKinsey & Company,"Montréal, QC",30+ days ago,"Qualifications
Strong experience with at least two of the following technologies: Python, Scala, SQL, Java
Commercial client-facing project experience is beneficial, including working in close-knit teams
The ability to work across structured, semi-structured, and unstructured data, extracting information and identifying linkages across disparate data sets • Good experience in multiple database technologies such as: Distributed Processing (Spark, Hadoop, EMR) Traditional RDBMS (MS SQL Server, Oracle, MySQL, PostgreSQL) MPP (AWS Redshift, Teradata) NoSQL (MongoDB, DynamoDB, Cassandra, Neo4J, Titan)
Proven ability in clearly communicating complex solutions
Strong understanding of Information Security principles to ensure compliant handling and management of client data
Experience and interest in Cloud platforms such as: AWS, Azure, Goole Platform or Databricks
Strong experience in traditional data warehousing / ETL tools (Informatica, Talend, Pentaho, DataStage)
Strong experience with at least two of the following technologies: Python, Scala, SQL, Java
Commercial client-facing project experience is beneficial, including working in close-knit teams
Ability to work across structured, semi-structured, and unstructured data, extracting information and identifying linkages across disparate data sets
Good experience in multiple database technologies such as: Distributed Processing (Spark, Hadoop, EMR) Traditional RDBMS (MS SQL Server, Oracle, MySQL, PostgreSQL) MPP (AWS Redshift, Teradata) NoSQL (MongoDB, DynamoDB, Cassandra, Neo4J, Titan)
Strong understanding of Information Security principles to ensure compliant handling and management of client data
Experience and interest in Cloud platforms such as: AWS, Azure, Goole Platform or Databricks
Strong experience in traditional data warehousing / ETL tools (Informatica, Talend, Pentaho, DataStage)
Who You'll Work With
As a Data Engineer at QuantumBlack, you will be working on the frameworks and libraries that our teams of Data Scientists and Data Engineers use to progress from data to impact.

Who you are

You are a highly collaborative individual who is capable of laying aside your own agenda, listening to and learning from colleagues, challenging thoughtfully and prioritising impact. You search for ways to improve things and work collaboratively with colleagues. You believe in iterative change, experimenting with new approaches, learning and improving to move forward quickly.
What You'll Do
You will be working on the frameworks and libraries that our teams of Data Scientists and Data Engineers use to progress from data to impact. We are passionate about life-long learning and professional development individual to each of our employees.

Role responsibilities

Work with clients to model their data landscape, obtain data extracts, and define secure data exchange approaches
Plan and deliver secure, good practice data integration strategies and approaches
Acquire, ingest, and process data from multiple sources and systems into Big Data platforms
Create and manage data environments in the Cloud
Collaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models
Have a strong understanding of Information Security principles to ensure compliant handling and management of client data
This is a fantastic opportunity to be involved in end-to-end data management for bleeding edge Advanced Analytics and Data Science
What you’ll learn

Influence, develop and master best-practice around modern tools that support rapid development of analytics solutions like Python, Spark, Airflow and others.
Apply cutting edge data solutions to real world problems
Learn to deeply understand the data science and data engineering process and develop impactful and reusable patterns and abstractions
Collaboratively advance the state of art in QuantumBlack’s practice and for our clients
Build products alongside the core engineering team and evolve the engineering process to handle more users, resolutions for complex problems and advanced client situations.
Work with an extensive range of technologies around big data tools.
Work with clear objectives for your Data Engineering expertise while collaborating with the Data Science, Machine Learning Engineer and Design teams
You will work on the frameworks and libraries that our teams of Data Scientists and Data Engineers use to progress from data to impact. You will guide global companies through data science solutions to transform their businesses and enhance performance across industries including healthcare, automotive, energy and elite sport.

Real-World Impact – No project is ever the same; we work across multiple sectors, providing unique learning and development opportunities internationally.
Fusing Tech & Leadership – We work with the latest technologies and methodologies and offer first class learning programmes at all levels.
Multidisciplinary Teamwork - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.
Innovative Work Culture – Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.
Striving for Diversity – With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.
Our projects range from helping pharmaceutical companies bring lifesaving drugs to market quicker to optimising a Formula1 car’s performance. At QuantumBlack you have the best of both worlds; all the benefits of being part of one of the leading management consultancies globally and the autonomy to thrive in a fast growth tech culture:

Healthcare Efficiency – We helped a healthcare provider improve their clinical trial practices by identifying congestion in diagnostic testing as a key indicator of admissions breaches.
Environmental Impact – We designed and built the first data-driven application for a state of the art centre of excellence in urban innovation by collecting real-time data from environmental sensors across London and deploying proprietary analytics to find unexpected patterns in air pollution.
Product Development – We worked with the CEO of an elite automotive organisation to reduce the 18-month car development timeframe by improving processes, designs and team structures.
Visit our Careers site to watch our video and read about our interview processes and benefits.",1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
185,Project Scientist or Engineer in Training,SNC-Lavalin,"Lavalin1,057 reviews",15 days ago,"SNC-Lavalin is currently seeking a junior level Project Scientist or Engineer-in-Training for our Prince George, BC office. This employment opportunity will allow the successful applicant to support SNC-Lavalin’s Site Assessment and Remediation team on a variety of projects primarily in Northern BC.
Responsibilities
Execution of field programs on local and remote sites, including monitoring and sampling of groundwater, surface water, soil vapours and air.
Calibration and operation of field instruments and equipment.
Collection, handling and shipment of environmental samples.
Collection of field data and detailed documentation (e.g., field notes, site sketches, photographs).
Submission of field data and preparation of summaries for project managers.
Working directly with Project Managers and other project team members to meet client deliverables on time and on budget.
Familiarity and compliance with all applicable Health and Safety procedures and guidelines.
Qualifications
University degree in environmental science or environmental engineering.
0-2 years of relevant project experience in contaminated sites, preferably encompassing field work (including groundwater and soil vapour sampling, surveying, environmental monitoring) and project coordination.
Willingness to work in the field in variable weather conditions, and to travel to remote locations and work away from home for periods ranging from 1 week up to 4 weeks.
Excellent verbal and written communication skills.
Exceptional attitude toward Health and Safety awareness.
Demonstrated organizational and time management skills.
Ability to work effectively within a multi-disciplinary team.
Excellent problem solving skills.
Working knowledge of Outlook, Word and Excel.
Valid driver’s license.
Worker Type
Employee
Job Type
Contractual (Fixed Term)
At SNC-Lavalin, we seek to hire individuals with diverse characteristics, backgrounds and perspectives. We strongly believe that world-class talent makes no distinctions based on gender, ethnic or national origin, sexual identity and orientation, age, religion or disability, but enriches itself through these differences.
SNC-Lavalin cares about your privacy. SNC-Lavalin and other subsidiary or affiliated companies of SNC-Lavalin (referred to throughout as “SNC-Lavalin”) are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data.
By submitting your personal information to SNC-Lavalin, you confirm that you have read and accept our Privacy Notice.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
186,Data Scientist,MindGeek,"Montréal, QC",30+ days ago,"Montréal, QCMindGeek is the largest, privately held company in our industry developing unparalleled technologies for high traffic, high volume online properties. Our exceptional team consist of experts in every functional area of business and they are the key to our position as leaders in content delivery. We strive to innovate on a daily basis to ensure we continue to grow and create new revenue opportunities and cutting edge technology. If you are passionate about taking your career to the next level, then join the MindGeek team and be a part of something big.
As a Data Scientist you will be responsible for analyzing complex data patterns in order to find new solutions to specific technical or business challenges within the area of web publishing and marketing. We expect you to have a solid training in computer science, software development, modeling, statistics and mathematics or any related quantitative field. You also have good business knowledge and a strong sense of initiative and adventure. You will work closely with technical and business teams to find innovative approaches to the various data processing challenges that our organization faces.
You will work on various systems like content recommendation engines, ad bidding systems, credit card fraud detection solutions, anomalous web traffic detection, and much more.
Responsibilities:
Review recent technological and research advances from the community and integrate them with existing architecture
Architect, develop and implement systems to optimize revenue, views and engagement
Meet, communicate and present findings to internal clients
Find creative solutions to current issues and identify new opportunities
Develop and implement solutions including applying algorithms, improving existing algorithms, and developing custom algorithms
Provide expert advice and assistance to other teams in the company
Requirements:
M.Sc. in Data Mining, Machine Learning, Statistics, Mathematics or similar field - Ph.D. an asset
Strong knowledge and proficiency in data mining algorithms including decision trees, probability networks, clustering, regression and neural networks
Research-oriented and strong passion for empirical research on hard problems
Strong programming skills in R, Java, Python or similar high-level languages
Ability to present results to non-expert people
Preferred Qualifications:
Familiarity with database environments and functional knowledge of SQL.
Experience with Samza, Kafka, Yarn and other distributed and big data solutions
Experience with UNIX/Linux environment
Experience and ability to work with Big Data problems
Data Science side project or Kaggle competitions an asset
What we offer:
Competitive compensation
Stay sharp by taking part at one of our Hackathons, Engineering retreats, Lunch & Learns or Leadership Seminars.
Free breakfast daily as well as monthly lunches
Flex time and summer hour schedule
A 500$ fitness allowance
Epic parties throughout the year including summer BBQ, Halloween costume party, Holiday bash and 5 a 7s
Opportunity to give back to the community through our Pay it Forward Program, Ronald Macdonald House visits and supporting the MindGeek Scholarship Fund for Dans la Rue
A chance to work with a first-class team !
We thank all applicants for their interest, however only candidates under consideration will be contacted. No telephone calls please. No agency calls or emails.
#LI-JFL",1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
